"","id","week","followers","MLShare","ntracksotherpl","feature"
"157",4,7,72428,0.12193219398614,26,0
"158",4,8,72453,0.167713331896812,81,1
"159",4,9,72817,0.137327123084106,142,1
"160",4,10,72118,0.120997492177412,1,1
"161",4,11,72386,0.100347384205088,1,1
"162",4,12,73262,0.0814429282676428,137,0
"163",4,13,73096,0.0459330330602824,346,0
"164",4,14,73996,0.0206951757194474,507,0
"165",4,15,74355,0.0565754166571423,589,1
"166",4,16,74188,0.0839434292633086,512,1
"167",4,17,74437,0.0751260773511603,298,1
"168",4,18,73952,0.0935877689858898,137,0
"169",4,19,74755,0.0610257876571267,203,1
"170",4,20,75746,0.0186643383232876,167,1
"171",4,21,75050,0.0430656915530562,257,1
"172",4,22,74992,0.00556011223234232,72,1
"173",4,23,75186,0.0395640906179323,1,1
"174",4,24,75947,0.0233679049648344,205,0
"175",4,25,76280,0.00961430626921352,177,1
"176",4,26,76384,0.0188764062244445,208,0
"177",4,27,76308,0.00563640466425564,300,1
"178",4,28,75739,0,499,1
"179",4,29,75578,0.0143270924454555,283,1
"180",4,30,75397,0.0396222788607702,59,0
"181",4,31,75414,0.0670570715563372,1,0
"182",4,32,76120,0.0799098870484159,1,1
"183",4,33,75783,0.119288554694504,1,1
"184",4,34,75964,0.164988645468839,49,1
"185",4,35,76193,0.211988987261429,1,0
"186",4,36,75619,0.223563624732196,62,1
"187",4,37,76537,0.187956586200744,1,0
"188",4,38,76220,0.148091461113654,64,0
"189",4,39,76294,0.178990491246805,42,1
"190",4,40,76549,0.198619848955423,1,1
"191",4,41,77262,0.212224905588664,1,1
"192",4,42,76695,0.191349676647224,1,1
"193",4,43,76510,0.171479842369445,1,1
"194",4,44,76339,0.132197300600819,1,0
"195",4,45,75519,0.0899599317926913,120,1
"196",4,46,76358,0.0624693125486374,55,0
"197",4,47,76994,0.0219232046278194,34,1
"198",4,48,77817,0,1,1
"199",4,49,78683,0.0300309307174757,88,0
"200",4,50,79672,0.00591379357501864,333,0
"201",5,1,80276,0.555990130174905,2220,0
"202",5,2,80578,0.59939317360986,2080,1
"203",5,3,80659,0.561768245371059,2250,0
"204",5,4,81534,0.611452821199782,2311,0
"205",5,5,81311,0.644949019141495,2114,1
"206",5,6,81424,0.67949682911858,1900,1
"207",5,7,80787,0.635090248682536,1670,1
"208",5,8,81585,0.654767886409536,1452,0
"209",5,9,81799,0.62141240122728,1669,0
"210",5,10,81756,0.624380249995738,1639,1
"211",5,11,81165,0.668477063486353,1608,0
"212",5,12,81892,0.707651726552285,1360,1
"213",5,13,82355,0.700809392286465,1561,0
"214",5,14,81356,0.749397483631037,1742,0
"215",5,15,80479,0.717308467999101,1516,0
"216",5,16,80225,0.704568680119701,1476,1
"217",5,17,79800,0.725517193321139,1345,1
"218",5,18,79394,0.714768659928814,1543,1
"219",5,19,79303,0.730268095084466,1668,1
"220",5,20,79972,0.727179705980234,1434,0
"221",5,21,79630,0.746019129548222,1404,0
"222",5,22,79165,0.769751895521767,1215,1
"223",5,23,79064,0.729174830322154,1397,1
"224",5,24,79317,0.744712065183557,1375,0
"225",5,25,80077,0.706788690178655,1532,0
"226",5,26,79281,0.685743118799291,1287,1
"227",5,27,78315,0.72276068998035,1140,1
"228",5,28,78766,0.755319373589009,1245,0
"229",5,29,79578,0.792990578780882,1467,1
"230",5,30,79673,0.783218136779033,1600,0
"231",5,31,79059,0.748701393953524,1661,1
"232",5,32,78118,0.780384650547057,1556,0
"233",5,33,77199,0.820860348828137,1408,0
"234",5,34,76931,0.804999895021319,1414,0
"235",5,35,76834,0.793577215028927,1588,0
"236",5,36,76664,0.783206342044286,1441,0
"237",5,37,77321,0.769769862596877,1669,1
"238",5,38,77289,0.725003417045809,1919,1
"239",5,39,76841,0.74061527850572,1694,1
"240",5,40,77672,0.728068310208619,1608,1
"241",5,41,78671,0.681314131780527,1452,0
"242",5,42,78166,0.706226441403851,1432,0
"243",5,43,77703,0.703197468677535,1356,1
"244",5,44,77154,0.67814304952044,1427,0
"245",5,45,77961,0.687007696437649,1280,1
"246",5,46,77254,0.654816508875228,1482,1
"247",5,47,77693,0.654755770275369,1532,0
"248",5,48,77784,0.698526324261911,1395,0
"249",5,49,78299,0.720700825727544,1521,0
"250",5,50,77796,0.674874407309107,1352,0
"251",6,1,10809,0.827240482904017,453,1
"252",6,2,10959,0.793274770025164,332,1
"253",6,3,11172,0.77673615582753,326,1
"254",6,4,11619,0.816407884471118,387,1
"255",6,5,11613,0.816070207487792,221,1
"256",6,6,11422,0.795613872236572,109,1
"257",6,7,10992,0.746535460674204,306,0
"258",6,8,11892,0.79547307335306,227,0
"259",6,9,11495,0.762302599451505,416,1
"260",6,10,10672,0.807333888835274,189,1
"261",6,11,11053,0.854656294640154,177,0
"262",6,12,11901,0.825450510461815,336,1
"263",6,13,12825,0.847477547056042,131,1
"264",6,14,12953,0.849770957930014,129,1
"265",6,15,13353,0.860977459698915,1,0
"266",6,16,12611,0.820479953614995,84,0
"267",6,17,12361,0.782551695802249,234,0
"268",6,18,12725,0.832092383736745,353,0
"269",6,19,13110,0.879392185946926,583,0
"270",6,20,12639,0.837036442267708,461,0
"271",6,21,13448,0.8264128358569,551,1
"272",6,22,13028,0.799988805805333,646,0
"273",6,23,12439,0.752162663894705,855,1
"274",6,24,13303,0.748908750223927,881,1
"275",6,25,13960,0.788311087526381,1048,1
"276",6,26,13142,0.80244076049421,1039,1
"277",6,27,13633,0.84552086701151,1269,1
"278",6,28,13369,0.869557570666075,1459,1
"279",6,29,13220,0.883877423638478,1371,1
"280",6,30,13657,0.88903264249675,1219,0
"281",6,31,13443,0.875418519321829,1036,0
"282",6,32,13453,0.838062675786204,1071,1
"283",6,33,12862,0.887482756073586,963,1
"284",6,34,12008,0.921766645996831,991,0
"285",6,35,12488,0.93270805364009,1225,0
"286",6,36,13429,0.924844426522031,1372,1
"287",6,37,14207,0.948568191169761,1451,1
"288",6,38,13945,0.945653456822037,1352,0
"289",6,39,13311,0.899766872869804,1483,0
"290",6,40,13440,0.931983690988272,1526,1
"291",6,41,13415,0.952772385720163,1583,0
"292",6,42,12989,0.999898481578566,1598,1
"293",6,43,12368,1,1399,0
"294",6,44,12980,1,1356,1
"295",6,45,12796,0.999590193829499,1115,1
"296",6,46,12277,0.955115722562186,1037,1
"297",6,47,11793,0.932792282756418,873,1
"298",6,48,11885,0.92452335935086,779,1
"299",6,49,12807,0.908075932017528,644,0
"300",6,50,13664,0.900278420047835,673,0
"301",7,1,32374,0.77212570537813,4392,0
"302",7,2,31754,0.794635247811675,4282,1
"303",7,3,32450,0.789698204933666,4241,0
"304",7,4,33051,0.829061570577323,4340,0
"305",7,5,33987,0.825026601017453,4580,1
"306",7,6,33620,0.794244887540117,4363,1
"307",7,7,33433,0.765238523809239,4593,0
"308",7,8,34191,0.742605105717666,4713,0
"309",7,9,33223,0.76216014358215,4609,0
"310",7,10,33731,0.730180257372558,4845,1
"311",7,11,34633,0.706457401602529,4867,1
"312",7,12,35372,0.740428151166998,4863,1
"313",7,13,34870,0.773845307389274,4673,1
"314",7,14,34436,0.786910382378846,4481,0
"315",7,15,33739,0.744621809246019,4263,1
"316",7,16,33948,0.717525474331342,4128,0
"317",7,17,34809,0.671514043724164,3906,1
"318",7,18,34024,0.639086869405583,3798,1
"319",7,19,33934,0.64481987960171,3876,1
"320",7,20,33004,0.66039877012372,3697,1
"321",7,21,33330,0.612771905516274,3790,0
"322",7,22,32925,0.590877279057168,3786,1
"323",7,23,32920,0.638657821342349,3821,1
"324",7,24,33503,0.637703719479032,3738,1
"325",7,25,33830,0.604070197045803,3602,0
"326",7,26,34500,0.626154746487737,3827,0
"327",7,27,34882,0.668707480398007,4021,0
"328",7,28,34705,0.66728730625473,4075,0
"329",7,29,35273,0.667544563207775,4092,1
"330",7,30,35078,0.624209363758564,4184,1
"331",7,31,35429,0.589426788594574,4239,1
"332",7,32,36040,0.606060815206729,4443,1
"333",7,33,36976,0.57766148140654,4449,0
"334",7,34,37635,0.553868552786298,4639,0
"335",7,35,37157,0.539883511024527,4399,1
"336",7,36,37356,0.589528210274875,4598,0
"337",7,37,37121,0.618716970155947,4614,1
"338",7,38,36309,0.65428240254987,4495,1
"339",7,39,36322,0.701052062772214,4580,1
"340",7,40,35478,0.688235813495703,4536,0
"341",7,41,36100,0.712778779282235,4774,0
"342",7,42,36244,0.694923062133603,4859,0
"343",7,43,36055,0.734226467460394,4957,0
"344",7,44,35284,0.760015510185622,4759,1
"345",7,45,35015,0.747295918269083,4632,0
"346",7,46,34877,0.738418089528568,4667,0
"347",7,47,35072,0.709275655820966,4423,1
"348",7,48,34191,0.714271410740912,4527,1
"349",7,49,35038,0.707878025132231,4504,0
"350",7,50,35273,0.719787555304356,4634,0
"351",8,1,40769,0.41367596690543,1211,0
"352",8,2,40389,0.439458881109022,1303,0
"353",8,3,39398,0.438706668443047,1308,1
"354",8,4,40033,0.468749306839891,1213,1
"355",8,5,40250,0.433941154554486,1392,0
"356",8,6,39312,0.430784612172283,1624,0
"357",8,7,39426,0.446221086359583,1832,1
"358",8,8,38636,0.434705152339302,1864,0
"359",8,9,38759,0.464253848046064,1941,1
"360",8,10,38695,0.466793621517718,2069,1
"361",8,11,38892,0.42525849211961,1967,0
"362",8,12,39234,0.402796944486909,1734,1
"363",8,13,38708,0.389184214873239,1959,0
"364",8,14,39636,0.398806076077744,1964,1
"365",8,15,40407,0.379325691447593,1902,0
"366",8,16,40007,0.408059006859548,1855,1
"367",8,17,39490,0.363991754152812,1804,0
"368",8,18,38787,0.344663115940057,1887,0
"369",8,19,39474,0.311225811415352,1710,0
"370",8,20,38672,0.292740023625083,1885,1
"371",8,21,39670,0.328137647849508,1923,0
"372",8,22,40299,0.339873598422855,1703,1
"373",8,23,39866,0.384175698854961,1522,1
"374",8,24,39110,0.406422182335518,1472,0
"375",8,25,39974,0.356717636226676,1471,1
"376",8,26,39943,0.363660284504294,1340,0
"377",8,27,40938,0.343402944551781,1464,0
"378",8,28,41211,0.390524760261178,1569,1
"379",8,29,40912,0.345128042623401,1370,1
"380",8,30,40610,0.361334114614874,1616,1
"381",8,31,41349,0.322920039785095,1768,1
"382",8,32,41392,0.346915820986032,1544,0
"383",8,33,42214,0.302334742015228,1522,0
"384",8,34,41311,0.336445056321099,1690,1
"385",8,35,40829,0.369123541121371,1777,0
"386",8,36,41144,0.319721043831669,1969,0
"387",8,37,40212,0.315807299641892,2024,1
"388",8,38,39499,0.313583098910749,1806,0
"389",8,39,40269,0.346616241219454,1885,0
"390",8,40,40842,0.378439147840254,1823,0
"391",8,41,40284,0.340600825077854,1620,1
"392",8,42,40773,0.35700493901968,1836,0
"393",8,43,40519,0.369481552857906,1776,1
"394",8,44,40933,0.379138205014169,1943,0
"395",8,45,41346,0.399351834156551,2047,1
"396",8,46,41998,0.448135414463468,1823,0
"397",8,47,41899,0.440956516051665,1648,0
"398",8,48,41318,0.406430992810056,1635,0
"399",8,49,40546,0.36511249365285,1534,1
"400",8,50,40866,0.402727735717781,1770,1
"401",9,1,65191,0.636042264290154,2834,1
"402",9,2,65054,0.628398278541863,3083,1
"403",9,3,65813,0.603514677495696,3296,1
"404",9,4,64866,0.631399328424595,3223,1
"405",9,5,64323,0.617689767130651,3415,1
"406",9,6,64348,0.574283832125366,3316,1
"407",9,7,64351,0.577843431849033,3307,1
"408",9,8,64256,0.571528871031478,3224,1
"409",9,9,63306,0.532845730567351,3192,0
"410",9,10,62826,0.559219130454585,3259,1
"411",9,11,62751,0.533099200879224,3424,0
"412",9,12,61864,0.489779745368287,3510,1
"413",9,13,62361,0.471259381016716,3469,0
"414",9,14,63116,0.444946007081307,3703,1
"415",9,15,62628,0.478885131096467,3768,0
"416",9,16,63550,0.453155324771069,3992,0
"417",9,17,62563,0.500314289145172,3992,1
"418",9,18,62381,0.495314933126792,4211,0
"419",9,19,63277,0.461890275496989,4424,1
"420",9,20,62790,0.484967037290335,4289,0
"421",9,21,62699,0.490908077917993,4227,1
"422",9,22,62252,0.453169516730122,4198,0
"423",9,23,61472,0.448013485246338,4028,1
"424",9,24,61127,0.475723442016169,4220,0
"425",9,25,61012,0.49157560034655,4338,0
"426",9,26,61009,0.509690030175261,4443,1
"427",9,27,61971,0.470435269130394,4550,0
"428",9,28,62364,0.446593882120214,4720,1
"429",9,29,62780,0.489635715913027,4933,1
"430",9,30,62427,0.465326573629864,4797,0
"431",9,31,62827,0.487242079153657,4674,1
"432",9,32,62441,0.490140212583356,4895,0
"433",9,33,63097,0.463076859409921,5000,1
"434",9,34,64063,0.485112239187583,5000,1
"435",9,35,64587,0.50501489082817,5000,0
"436",9,36,64184,0.467686899891123,5000,0
"437",9,37,63962,0.456777791306376,5000,0
"438",9,38,64504,0.442698113620281,5000,1
"439",9,39,63560,0.424495088681579,4970,1
"440",9,40,63521,0.469653789047152,4916,1
"441",9,41,63499,0.455342251993716,4778,1
"442",9,42,64399,0.492277186689898,5000,0
"443",9,43,63626,0.46188561138697,4766,1
"444",9,44,63699,0.423373981448822,4829,0
"445",9,45,63804,0.454356092237867,4931,0
"446",9,46,62998,0.501396092842333,4889,0
"447",9,47,63162,0.473196754837409,4750,1
"448",9,48,63385,0.488439768133685,4601,1
"449",9,49,63012,0.529542898922227,4495,1
"450",9,50,62554,0.55561992819421,4596,0
"451",10,1,49040,0.291955156717449,1296,0
"452",10,2,49623,0.282826947374269,1267,1
"453",10,3,49754,0.303724486008286,1485,1
"454",10,4,50522,0.335553845833056,1665,1
"455",10,5,51206,0.375496579403989,1637,0
"456",10,6,52032,0.395500444923528,1680,1
"457",10,7,51824,0.419980865740217,1912,0
"458",10,8,51535,0.413044723682106,1792,0
"459",10,9,51190,0.396699707582593,1560,0
"460",10,10,51775,0.398341197799891,1464,0
"461",10,11,52698,0.424375752802007,1586,0
"462",10,12,52811,0.374397284421139,1742,0
"463",10,13,52427,0.352534972503781,1863,0
"464",10,14,51743,0.316540258913301,2081,1
"465",10,15,51299,0.365450099017471,2259,0
"466",10,16,52118,0.400867801392451,2287,0
"467",10,17,52077,0.355510745360516,2413,1
"468",10,18,51927,0.311732024024241,2437,1
"469",10,19,51100,0.304335964052007,2668,0
"470",10,20,50786,0.291246331576258,2596,0
"471",10,21,50743,0.26870832957793,2454,1
"472",10,22,50740,0.235062933317386,2469,0
"473",10,23,49844,0.278817968419753,2384,0
"474",10,24,50061,0.291664021788165,2542,1
"475",10,25,50741,0.301861918321811,2547,1
"476",10,26,50588,0.331970358663239,2650,0
"477",10,27,50247,0.282120898808353,2812,1
"478",10,28,50516,0.274412403465249,3012,1
"479",10,29,49619,0.259133035619743,2764,0
"480",10,30,49725,0.22507021354977,2712,0
"481",10,31,49495,0.230590428994037,2472,1
"482",10,32,49558,0.253095552534796,2625,0
"483",10,33,49410,0.255998232821003,2817,0
"484",10,34,49547,0.233852775627747,2700,1
"485",10,35,49839,0.204463373473845,2691,1
"486",10,36,50756,0.177046967041679,2671,1
"487",10,37,50229,0.187176055647433,2703,1
"488",10,38,49805,0.166103646624833,2943,0
"489",10,39,50064,0.126076127495617,2778,1
"490",10,40,50027,0.122771950741298,2588,1
"491",10,41,49894,0.147540335194208,2368,1
"492",10,42,48936,0.132004047371447,2286,1
"493",10,43,48543,0.110226876894012,2243,0
"494",10,44,49123,0.117755492916331,2116,0
"495",10,45,48981,0.0955921413842588,2140,1
"496",10,46,49023,0.140332719683647,1974,1
"497",10,47,48543,0.117133334930986,2040,0
"498",10,48,48117,0.140265323640779,2019,0
"499",10,49,49022,0.166542599443346,2261,1
"500",10,50,49227,0.20047921014484,2366,0
"501",11,1,63213,0.816614887909964,3868,1
"502",11,2,63509,0.832870877441019,4113,0
"503",11,3,63844,0.815162611333653,4323,0
"504",11,4,63148,0.825579785765149,4282,1
"505",11,5,62432,0.785144216730259,4389,1
"506",11,6,63322,0.743384021101519,4488,1
"507",11,7,64109,0.717699505854398,4696,1
"508",11,8,65019,0.701377099123783,4548,0
"509",11,9,64548,0.695369627745822,4701,1
"510",11,10,65144,0.72809575793799,4534,1
"511",11,11,65021,0.717890312778764,4433,0
"512",11,12,65106,0.738963915687055,4624,1
"513",11,13,64696,0.693475459190086,4867,0
"514",11,14,65606,0.690649381699041,4843,0
"515",11,15,64637,0.656889860006049,4969,0
"516",11,16,65636,0.623426736821421,5000,0
"517",11,17,65578,0.66479032530915,5000,0
"518",11,18,65689,0.678363789524883,4996,1
"519",11,19,64728,0.642873022216372,5000,1
"520",11,20,64018,0.636007980885916,5000,0
"521",11,21,63832,0.623901343275793,4850,1
"522",11,22,63575,0.598263262026012,4605,1
"523",11,23,64298,0.550661385408603,4567,1
"524",11,24,64994,0.55611956352368,4494,0
"525",11,25,65006,0.585138246766292,4701,0
"526",11,26,65944,0.610727024660446,4814,1
"527",11,27,65601,0.600825093849562,4644,0
"528",11,28,64973,0.55546976660844,4447,1
"529",11,29,64266,0.516928468341939,4383,0
"530",11,30,63992,0.488398737693206,4238,1
"531",11,31,63053,0.501191997528076,4084,1
"532",11,32,62709,0.487579347472638,4311,0
"533",11,33,63298,0.504008638043888,4340,1
"534",11,34,62645,0.467214158852585,4299,1
"535",11,35,62007,0.494420796516352,4324,0
"536",11,36,61866,0.536104157846421,4414,1
"537",11,37,61363,0.551718152058311,4623,0
"538",11,38,62247,0.535302138864063,4486,1
"539",11,39,61980,0.562929759593681,4718,1
"540",11,40,62941,0.548041940806434,4772,0
"541",11,41,63506,0.517771213385277,4567,1
"542",11,42,63971,0.549570395424962,4558,0
"543",11,43,63375,0.592320073302835,4775,0
"544",11,44,63139,0.567161782132462,4944,1
"545",11,45,63408,0.573229842446745,4706,0
"546",11,46,64206,0.52965624073986,4700,1
"547",11,47,64755,0.544512226316147,4708,0
"548",11,48,64406,0.591776147740893,4936,0
"549",11,49,64183,0.572069789352827,4907,1
"550",11,50,64176,0.605791861354373,4695,0
"551",12,1,12637,0.497081991983578,4686,1
"552",12,2,12064,0.525593413459137,4847,0
"553",12,3,11640,0.549504082812928,4756,1
"554",12,4,12330,0.597621530224569,4860,0
"555",12,5,12686,0.641523043019697,5000,1
"556",12,6,12956,0.638131732796319,4969,1
"557",12,7,13525,0.6398027516203,5000,1
"558",12,8,13729,0.662932303198613,5000,1
"559",12,9,13104,0.626291611930355,4905,0
"560",12,10,12434,0.60256764984224,5000,0
"561",12,11,12049,0.59218382849358,4806,0
"562",12,12,12006,0.631255322764628,5000,0
"563",12,13,11514,0.629793730913661,4836,1
"564",12,14,10531,0.628126354329288,4667,0
"565",12,15,10377,0.669501018687151,4843,0
"566",12,16,10103,0.634364449093118,4643,1
"567",12,17,9768,0.585578601388261,4789,1
"568",12,18,9857,0.620266306842677,4576,0
"569",12,19,9727,0.636358819925226,4575,0
"570",12,20,10498,0.623024297249503,4553,0
"571",12,21,9607,0.656887233257294,4390,0
"572",12,22,9511,0.678640523459762,4633,1
"573",12,23,10301,0.695712755597196,4545,1
"574",12,24,11154,0.712660522246733,4380,0
"575",12,25,10488,0.670053037139587,4598,1
"576",12,26,10591,0.71223883042112,4682,0
"577",12,27,10593,0.706212999951094,4768,0
"578",12,28,11424,0.708414079621434,4951,0
"579",12,29,11087,0.731657272879965,4753,0
"580",12,30,10242,0.695990153774619,4913,1
"581",12,31,10531,0.717221783357672,5000,0
"582",12,32,10317,0.753273769072257,4960,1
"583",12,33,10615,0.759042783919722,4821,1
"584",12,34,10811,0.77819694483187,4653,0
"585",12,35,10750,0.823759223520755,4412,1
"586",12,36,11120,0.854043018398806,4212,0
"587",12,37,11267,0.897321313922293,4020,1
"588",12,38,11664,0.85783877200447,4167,0
"589",12,39,10996,0.864841899694875,4162,0
"590",12,40,10089,0.837757785897702,4064,0
"591",12,41,9703,0.821083852602169,3982,0
"592",12,42,10009,0.790989955514669,3901,0
"593",12,43,10097,0.805662579741329,3768,1
"594",12,44,10086,0.818858063640073,3770,1
"595",12,45,9955,0.828364074742421,3644,0
"596",12,46,10220,0.831316311424598,3708,1
"597",12,47,10171,0.831559514859691,3490,1
"598",12,48,9985,0.788572379085235,3368,1
"599",12,49,9463,0.810694812028669,3324,0
"600",12,50,9868,0.82422116426751,3377,1
"601",13,1,36490,0.487285264767706,139,0
"602",13,2,36365,0.495516021037474,1,0
"603",13,3,37096,0.517173636658117,1,0
"604",13,4,36381,0.535195984109305,1,1
"605",13,5,35887,0.487101510446519,241,1
"606",13,6,36599,0.530376359098591,159,0
"607",13,7,35862,0.502045469451696,4,1
"608",13,8,36133,0.499402261548676,140,1
"609",13,9,36547,0.528547945711762,86,1
"610",13,10,35978,0.512309173378162,249,0
"611",13,11,36134,0.465187521022745,415,1
